locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFLAKNEJ_03217	CDS	363	spaS_1		COG1377	Surface presentation of antigens protein SpaS
IFLAKNEJ_03218	CDS	204				hypothetical protein
IFLAKNEJ_03219	CDS	489	spaS_2		COG1377	Surface presentation of antigens protein SpaS
IFLAKNEJ_03220	CDS	768	spaR		COG4791	Surface presentation of antigens protein SpaR
IFLAKNEJ_03221	CDS	261	spaQ		COG4794	Surface presentation of antigens protein SpaQ
IFLAKNEJ_03222	CDS	486	spaP		COG4790	Surface presentation of antigens protein SpaP
IFLAKNEJ_03223	CDS	417				hypothetical protein
IFLAKNEJ_03224	CDS	366				hypothetical protein
IFLAKNEJ_03225	CDS	1611				hypothetical protein
IFLAKNEJ_03226	tRNA	74				tRNA-Gly(ccc)
IFLAKNEJ_03227	CDS	756	nlpD_2			Murein hydrolase activator NlpD
IFLAKNEJ_03228	CDS	2298	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
IFLAKNEJ_03229	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
IFLAKNEJ_03230	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
IFLAKNEJ_03231	CDS	1779	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
IFLAKNEJ_03232	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
IFLAKNEJ_03233	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
IFLAKNEJ_03234	CDS	1212	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
IFLAKNEJ_03235	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
IFLAKNEJ_03236	CDS	933	arcC1_2	2.7.2.2		Carbamate kinase 1
IFLAKNEJ_03237	CDS	1626				hypothetical protein
IFLAKNEJ_03238	CDS	771				hypothetical protein
IFLAKNEJ_03239	CDS	579	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
IFLAKNEJ_03240	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
IFLAKNEJ_03241	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
IFLAKNEJ_03242	CDS	780				hypothetical protein
IFLAKNEJ_03243	CDS	2871	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
IFLAKNEJ_03244	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
IFLAKNEJ_03245	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
IFLAKNEJ_03246	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
IFLAKNEJ_03247	CDS	489	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
IFLAKNEJ_03248	CDS	1920		1.18.1.2		Ferredoxin--NADP reductase
IFLAKNEJ_03249	CDS	1449	uacT		COG2233	Uric acid transporter UacT
IFLAKNEJ_03250	CDS	126	yqfG			putative protein YqfG
IFLAKNEJ_03251	CDS	549	idi_1	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
IFLAKNEJ_03252	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
IFLAKNEJ_03253	CDS	882	prfB_2		COG1186	Peptide chain release factor RF2
IFLAKNEJ_03254	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
IFLAKNEJ_03255	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
IFLAKNEJ_03256	CDS	897	xerD_1		COG4974	Tyrosine recombinase XerD
IFLAKNEJ_03257	CDS	522	fldB		COG0716	Flavodoxin 2
IFLAKNEJ_03258	CDS	408	ygfX			Inner membrane protein YgfX
IFLAKNEJ_03259	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
IFLAKNEJ_03260	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
IFLAKNEJ_03261	CDS	660				hypothetical protein
IFLAKNEJ_03262	CDS	312				hypothetical protein
IFLAKNEJ_03263	CDS	1434	bglA_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
IFLAKNEJ_03264	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
IFLAKNEJ_03265	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
IFLAKNEJ_03266	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
IFLAKNEJ_03267	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
IFLAKNEJ_03268	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
IFLAKNEJ_03269	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
IFLAKNEJ_03270	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
IFLAKNEJ_03271	CDS	579				hypothetical protein
IFLAKNEJ_03272	CDS	330	zapA		COG3027	Cell division protein ZapA
IFLAKNEJ_03273	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
IFLAKNEJ_03274	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
IFLAKNEJ_03275	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
IFLAKNEJ_03276	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
IFLAKNEJ_03277	CDS	729	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
IFLAKNEJ_03278	CDS	1293	scpA_2	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
IFLAKNEJ_03279	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
IFLAKNEJ_03280	CDS	786	scpB	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
IFLAKNEJ_03281	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
IFLAKNEJ_03282	CDS	897	cynR_3			HTH-type transcriptional regulator CynR
IFLAKNEJ_03283	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
IFLAKNEJ_03284	CDS	636	argO		COG1279	Arginine exporter protein ArgO
IFLAKNEJ_03285	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
IFLAKNEJ_03286	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
IFLAKNEJ_03287	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
IFLAKNEJ_03288	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
IFLAKNEJ_03289	CDS	432				hypothetical protein
IFLAKNEJ_03290	CDS	579				hypothetical protein
IFLAKNEJ_03291	CDS	708				hypothetical protein
IFLAKNEJ_03292	CDS	678	ecfA1_1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
IFLAKNEJ_03293	CDS	678	ecfA1_2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
IFLAKNEJ_03294	CDS	714	coaA_2	2.7.1.33		Pantothenate kinase
IFLAKNEJ_03295	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
IFLAKNEJ_03296	CDS	966	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
IFLAKNEJ_03297	CDS	1278	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
IFLAKNEJ_03298	CDS	1389	mtlA_2			PTS system mannitol-specific EIICB component
IFLAKNEJ_03299	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
IFLAKNEJ_03300	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
IFLAKNEJ_03301	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
IFLAKNEJ_03302	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
IFLAKNEJ_03303	CDS	732				hypothetical protein
IFLAKNEJ_03304	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
IFLAKNEJ_03305	CDS	252				hypothetical protein
IFLAKNEJ_03306	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
IFLAKNEJ_03307	CDS	1395	galP			Galactose-proton symporter
IFLAKNEJ_03308	CDS	456	sprT			Protein SprT
IFLAKNEJ_03309	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
IFLAKNEJ_03310	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
IFLAKNEJ_03311	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
IFLAKNEJ_03312	CDS	636				hypothetical protein
IFLAKNEJ_03313	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
IFLAKNEJ_03314	CDS	981	yggR_1		COG2805	putative protein YggR
IFLAKNEJ_03315	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
IFLAKNEJ_03316	CDS	567				hypothetical protein
IFLAKNEJ_03317	CDS	291				hypothetical protein
IFLAKNEJ_03318	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
IFLAKNEJ_03319	CDS	1137	hemW		COG0635	Heme chaperone HemW
IFLAKNEJ_03320	CDS	1008				hypothetical protein
IFLAKNEJ_03321	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
IFLAKNEJ_03322	CDS	720				hypothetical protein
IFLAKNEJ_03323	CDS	327			COG3171	putative protein
IFLAKNEJ_03324	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
IFLAKNEJ_03325	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
IFLAKNEJ_03326	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
IFLAKNEJ_03327	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
IFLAKNEJ_03328	CDS	1257	nupG			Nucleoside permease NupG
IFLAKNEJ_03329	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
IFLAKNEJ_03330	CDS	708				hypothetical protein
IFLAKNEJ_03331	tRNA	76				tRNA-Phe(gaa)
IFLAKNEJ_03332	CDS	1263	intS_4		COG0582	Prophage integrase IntS
IFLAKNEJ_03333	CDS	276			COG1662	IS1 family transposase IS1A
IFLAKNEJ_03334	CDS	267			COG1662	IS1 family transposase IS1S
IFLAKNEJ_03335	CDS	264				hypothetical protein
IFLAKNEJ_03336	CDS	594				hypothetical protein
IFLAKNEJ_03337	CDS	2850	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
IFLAKNEJ_03338	CDS	981	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
IFLAKNEJ_03339	CDS	2388				hypothetical protein
IFLAKNEJ_03340	CDS	1629				hypothetical protein
IFLAKNEJ_03341	CDS	2871				hypothetical protein
IFLAKNEJ_03342	CDS	294				hypothetical protein
IFLAKNEJ_03343	CDS	1152				hypothetical protein
IFLAKNEJ_03344	CDS	384				hypothetical protein
IFLAKNEJ_03345	CDS	348				hypothetical protein
IFLAKNEJ_03346	CDS	1536				IS66 family transposase ISEc78
IFLAKNEJ_03347	CDS	603				hypothetical protein
IFLAKNEJ_03348	CDS	699				ISAs1 family transposase ISEc1
IFLAKNEJ_03349	CDS	228	pptA	5.3.2.-	COG1942	Tautomerase PptA
IFLAKNEJ_03350	CDS	570				hypothetical protein
IFLAKNEJ_03351	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
IFLAKNEJ_03352	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
IFLAKNEJ_03353	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
IFLAKNEJ_03354	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
IFLAKNEJ_03355	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
IFLAKNEJ_03356	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
IFLAKNEJ_03357	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
IFLAKNEJ_03358	CDS	1296				hypothetical protein
IFLAKNEJ_03359	CDS	291	ompD_2		COG3203	Outer membrane porin protein OmpD
IFLAKNEJ_03360	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
IFLAKNEJ_03361	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
IFLAKNEJ_03362	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
IFLAKNEJ_03363	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
IFLAKNEJ_03364	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
IFLAKNEJ_03365	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
IFLAKNEJ_03366	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
IFLAKNEJ_03367	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
IFLAKNEJ_03368	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
IFLAKNEJ_03369	CDS	216	bdm			Protein bdm
IFLAKNEJ_03370	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
IFLAKNEJ_03371	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
IFLAKNEJ_03372	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
IFLAKNEJ_03373	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
IFLAKNEJ_03374	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
IFLAKNEJ_03375	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
IFLAKNEJ_03376	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
IFLAKNEJ_03377	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
IFLAKNEJ_03378	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
IFLAKNEJ_03379	CDS	1320				hypothetical protein
IFLAKNEJ_03380	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
IFLAKNEJ_03381	CDS	1476	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
IFLAKNEJ_03382	CDS	2784				hypothetical protein
IFLAKNEJ_03383	CDS	2373				hypothetical protein
IFLAKNEJ_03384	CDS	1659	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
IFLAKNEJ_03385	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
IFLAKNEJ_03386	CDS	1683				hypothetical protein
IFLAKNEJ_03387	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
IFLAKNEJ_03388	CDS	198	safA			Two-component-system connector protein SafA
IFLAKNEJ_03389	CDS	2280	ydeP		COG0243	Protein YdeP
IFLAKNEJ_03390	CDS	915	fimH			Type 1 fimbrin D-mannose specific adhesin
IFLAKNEJ_03391	CDS	504	fimG			Protein FimG
IFLAKNEJ_03392	CDS	531	fimF			Protein FimF
IFLAKNEJ_03393	CDS	2652	fimD		COG3188	Outer membrane usher protein FimD
IFLAKNEJ_03394	CDS	711	focC_1			Chaperone protein FocC
IFLAKNEJ_03395	CDS	564	fimA_1			Type-1 fimbrial protein, A chain
IFLAKNEJ_03396	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
IFLAKNEJ_03397	CDS	267	hipB		COG1396	Antitoxin HipB
IFLAKNEJ_03398	CDS	93				hypothetical protein
IFLAKNEJ_03399	CDS	1401	icsA		COG3468	Outer membrane protein IcsA autotransporter
IFLAKNEJ_03400	CDS	3978				hypothetical protein
IFLAKNEJ_03401	CDS	1593	lsrK_2	2.7.1.189	COG1070	Autoinducer-2 kinase
IFLAKNEJ_03402	CDS	954	lsrR		COG2390	Transcriptional regulator LsrR
IFLAKNEJ_03403	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
IFLAKNEJ_03404	CDS	1029	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
IFLAKNEJ_03405	CDS	993	lsrD_2			Autoinducer 2 import system permease protein LsrD
IFLAKNEJ_03406	CDS	1023	lsrB_2			Autoinducer 2-binding protein LsrB
IFLAKNEJ_03407	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
IFLAKNEJ_03408	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
IFLAKNEJ_03409	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
IFLAKNEJ_03410	CDS	915				hypothetical protein
IFLAKNEJ_03411	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
IFLAKNEJ_03412	CDS	1419				hypothetical protein
IFLAKNEJ_03413	CDS	360				hypothetical protein
IFLAKNEJ_03414	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
IFLAKNEJ_03415	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
IFLAKNEJ_03416	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
IFLAKNEJ_03417	CDS	459				hypothetical protein
IFLAKNEJ_03418	CDS	486				hypothetical protein
IFLAKNEJ_03419	CDS	225				hypothetical protein
IFLAKNEJ_03420	CDS	1191	sotB		COG2814	Sugar efflux transporter
IFLAKNEJ_03421	CDS	666				hypothetical protein
IFLAKNEJ_03422	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
IFLAKNEJ_03423	CDS	384	marA			Multiple antibiotic resistance protein MarA
IFLAKNEJ_03424	CDS	219				hypothetical protein
IFLAKNEJ_03425	CDS	1440	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
IFLAKNEJ_03426	CDS	1674	bglH_2		COG4580	Cryptic outer membrane porin BglH
IFLAKNEJ_03427	CDS	312	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
IFLAKNEJ_03428	CDS	1323	chbC_1		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
IFLAKNEJ_03429	CDS	312	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
IFLAKNEJ_03430	CDS	699	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
IFLAKNEJ_03431	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
IFLAKNEJ_03432	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
IFLAKNEJ_03433	CDS	96	mgtS			Small protein MgtS
IFLAKNEJ_03434	CDS	891	dgcZ	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
IFLAKNEJ_03435	CDS	393	ygiW_2		COG3111	Protein YgiW
IFLAKNEJ_03436	CDS	519	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
IFLAKNEJ_03437	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
IFLAKNEJ_03438	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
IFLAKNEJ_03439	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
IFLAKNEJ_03440	CDS	204	ydfZ			Putative selenoprotein YdfZ
IFLAKNEJ_03441	CDS	1461	por_3	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
IFLAKNEJ_03442	CDS	1368	ydfJ			Putative transporter YdfJ
IFLAKNEJ_03443	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
IFLAKNEJ_03444	CDS	1215	rspA_2		COG4948	Starvation-sensing protein RspA
IFLAKNEJ_03445	CDS	327				hypothetical protein
IFLAKNEJ_03446	CDS	342				hypothetical protein
IFLAKNEJ_03447	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
IFLAKNEJ_03448	CDS	747				hypothetical protein
IFLAKNEJ_03449	CDS	306	ynfD			putative protein YnfD
IFLAKNEJ_03450	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
IFLAKNEJ_03451	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
IFLAKNEJ_03452	CDS	114	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
IFLAKNEJ_03453	CDS	636				hypothetical protein
IFLAKNEJ_03454	CDS	222				hypothetical protein
IFLAKNEJ_03455	CDS	285				hypothetical protein
IFLAKNEJ_03456	CDS	837				hypothetical protein
IFLAKNEJ_03457	CDS	516				hypothetical protein
IFLAKNEJ_03458	CDS	504				hypothetical protein
IFLAKNEJ_03459	CDS	276				hypothetical protein
IFLAKNEJ_03460	CDS	8352				hypothetical protein
IFLAKNEJ_03461	CDS	1266				hypothetical protein
IFLAKNEJ_03462	CDS	252				hypothetical protein
IFLAKNEJ_03463	CDS	195				hypothetical protein
IFLAKNEJ_03464	CDS	657				hypothetical protein
IFLAKNEJ_03465	CDS	1269				hypothetical protein
IFLAKNEJ_03466	CDS	228				hypothetical protein
IFLAKNEJ_03467	CDS	546				hypothetical protein
IFLAKNEJ_03468	CDS	231				hypothetical protein
IFLAKNEJ_03469	CDS	651				hypothetical protein
IFLAKNEJ_03470	CDS	564				hypothetical protein
IFLAKNEJ_03471	CDS	462				hypothetical protein
IFLAKNEJ_03472	CDS	390				hypothetical protein
IFLAKNEJ_03473	CDS	1215				hypothetical protein
IFLAKNEJ_03474	CDS	1008				hypothetical protein
IFLAKNEJ_03475	CDS	1707				hypothetical protein
IFLAKNEJ_03476	CDS	816				hypothetical protein
IFLAKNEJ_03477	CDS	582	ais_2	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
IFLAKNEJ_03478	CDS	429				hypothetical protein
IFLAKNEJ_03479	CDS	135				hypothetical protein
IFLAKNEJ_03480	CDS	570				hypothetical protein
IFLAKNEJ_03481	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
IFLAKNEJ_03482	CDS	216				hypothetical protein
IFLAKNEJ_03483	CDS	477				hypothetical protein
IFLAKNEJ_03484	CDS	336	iraM			Anti-adapter protein IraM
IFLAKNEJ_03485	CDS	477				hypothetical protein
IFLAKNEJ_03486	CDS	195				hypothetical protein
IFLAKNEJ_03487	CDS	363	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
IFLAKNEJ_03488	CDS	294	ybcO_2	3.1.-.-		Putative nuclease YbcO
IFLAKNEJ_03489	CDS	411				hypothetical protein
IFLAKNEJ_03490	CDS	672				hypothetical protein
IFLAKNEJ_03491	CDS	255				hypothetical protein
IFLAKNEJ_03492	CDS	318				hypothetical protein
IFLAKNEJ_03493	CDS	486				hypothetical protein
IFLAKNEJ_03494	CDS	180				hypothetical protein
IFLAKNEJ_03495	CDS	213				hypothetical protein
IFLAKNEJ_03496	CDS	156				hypothetical protein
IFLAKNEJ_03497	CDS	105				hypothetical protein
IFLAKNEJ_03498	CDS	585				hypothetical protein
IFLAKNEJ_03499	CDS	396				hypothetical protein
IFLAKNEJ_03500	CDS	771				hypothetical protein
IFLAKNEJ_03501	CDS	741	dnaC_2		COG1484	DNA replication protein DnaC
IFLAKNEJ_03502	CDS	1083				hypothetical protein
IFLAKNEJ_03503	CDS	219				hypothetical protein
IFLAKNEJ_03504	CDS	297				hypothetical protein
IFLAKNEJ_03505	CDS	201				hypothetical protein
IFLAKNEJ_03506	CDS	714	lexA_2	3.4.21.88		LexA repressor
IFLAKNEJ_03507	CDS	543				hypothetical protein
IFLAKNEJ_03508	CDS	777				hypothetical protein
IFLAKNEJ_03509	CDS	384				hypothetical protein
IFLAKNEJ_03510	CDS	714				hypothetical protein
IFLAKNEJ_03511	CDS	360				hypothetical protein
IFLAKNEJ_03512	CDS	210				hypothetical protein
IFLAKNEJ_03513	CDS	222	kilR			Killing protein KilR
IFLAKNEJ_03514	CDS	387				hypothetical protein
IFLAKNEJ_03515	CDS	2073	recE	3.1.11.-		Exodeoxyribonuclease 8
IFLAKNEJ_03516	CDS	297				hypothetical protein
IFLAKNEJ_03517	CDS	786				hypothetical protein
IFLAKNEJ_03518	CDS	681				hypothetical protein
IFLAKNEJ_03519	CDS	252				hypothetical protein
IFLAKNEJ_03520	CDS	1164	xerD_2			Tyrosine recombinase XerD
IFLAKNEJ_03521	CDS	555	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
IFLAKNEJ_03522	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
IFLAKNEJ_03523	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
IFLAKNEJ_03524	CDS	1194	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
IFLAKNEJ_03525	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
IFLAKNEJ_03526	CDS	1221	mlc_2		COG1940	Protein mlc
IFLAKNEJ_03527	CDS	894	hcaR_3			Hca operon transcriptional activator HcaR
IFLAKNEJ_03528	CDS	1254	ynfM			Inner membrane transport protein YnfM
IFLAKNEJ_03529	CDS	309	asr			Acid shock protein
IFLAKNEJ_03530	CDS	822				hypothetical protein
IFLAKNEJ_03531	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
IFLAKNEJ_03532	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
IFLAKNEJ_03533	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
IFLAKNEJ_03534	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
IFLAKNEJ_03535	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
IFLAKNEJ_03536	CDS	945	ydgH			Protein YdgH
IFLAKNEJ_03537	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
IFLAKNEJ_03538	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
IFLAKNEJ_03539	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
IFLAKNEJ_03540	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
IFLAKNEJ_03541	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
IFLAKNEJ_03542	CDS	930	tus			DNA replication terminus site-binding protein
IFLAKNEJ_03543	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
IFLAKNEJ_03544	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
IFLAKNEJ_03545	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
IFLAKNEJ_03546	CDS	1509	ydgA_1		COG5339	Protein YdgA
IFLAKNEJ_03547	CDS	1266	uidC			Membrane-associated protein UidC
IFLAKNEJ_03548	CDS	1374	uidB		COG2211	Glucuronide carrier protein
IFLAKNEJ_03549	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
IFLAKNEJ_03550	CDS	579				hypothetical protein
IFLAKNEJ_03551	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
IFLAKNEJ_03552	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
